Comment,Actual_Sentiment,Predicted_Sentiment_Lexicon
this part of spider nam is the worst.,negative,negative
If only marvel included HenryÃ??s character god that wouldÃ??ve been crazy he wouldÃ??ve been able to stop Osborn from stabbing Spider-Man,negative,negative
Across the spider verse is out and this movie is still so amazing???Ã¹,positive,neutral
I was so fucking hype 2 years ago man<br>Time flies,positive,neutral
Did the Sinister 6 forgot about Venom?,neutral,negative
3 years no Spider-man movie ??Ã¹?,neutral,neutral
Worst MJ actress ever,negative,negative
"I don&#39;t get it...why does people hate him? He&#39;s a hero, I didn&#39;t watch far from home sadly",negative,negative
this is best film of spiderman series,positive,positive
Sony you are a bunch of carless scumbags to make a theater only release during a global pandemic where people are being put six feet underground and in urns. I wish the worst on whoever made this call. Complete disregard for human life. Sad and shameful,negative,negative
The hand that was gonna catch MJ gave it all away,neutral,positive
Bull shit movie. Don&#39;t waste your 2 hour,negative,negative
arealdy a year WOW,neutral,positive
This is how you do a trailer. Sublime,positive,neutral
"Here after Deadpool &amp; Wolverine, the best Marvel movie since this one.",positive,positive
"Yup , it&#39;s oficial , every single Holland Spiderman sucked , loved the 3 Maguire ones , loved even more the 2 Garfield thus why pissed me off not making 3 , but the 3 with Holland no thankyou. Please may the next 3 be more like the Garfield ones.",positive,positive
Who&#39;s here in 2024?,neutral,neutral
How I love this movie can&#39;t believe it has been a year,positive,positive
"MJ&#39;s gonna ruin the film, it&#39;s bad enough they&#39;ve got her in a main role, but her giving Strange attitude just smacks of Disney-Marvel feminist bullshit they shoe-horn into all of their movies now.",negative,negative
"It&#39;s nearly 2024, can&#39;t understand how the time flies... I wish that hype from these times to come back again and to watch the movie for the first time.",positive,positive
I can&#39;t believe it&#39;s been a year now ??Ã¹Ã????Ã??...,neutral,neutral
Anyone still here in 2024? I miss the hype of this movie especially during Christmas time. Best moment of 2021,positive,positive
Can&#39;t believe this was 2 years ago....still remember it like it was yesterday....,neutral,positive
RIDICULOUS! RIDICULOUS!! RIDICULOUS!!! RIDICULOUSLY.....<br><br><br><br><br>FANTABULOUS!!!! Um...(Spider-Man isnâÃÃ´t my fave Marvel character but)...<br>WHAT DID I JUST WATCH??ï£¿Ã¼Ã´Ã¥ï£¿Ã¼Ã­Ã¯ï£¿Ã¼Ã«Ã¨,negative,negative
Can&#39;t believe it&#39;s been a year already ????,neutral,neutral
"After watching this film, i was sad I lost 2 hours for such an stupid film. I was curious about how people thought on the movie.... People do like this film. Then an understand the makers of the movie does understand An know the brain level of the people who do look to these films. The new generation is brainswashed and do not have the need to use their brains. Im sad for their enslived future.",negative,negative
Anyone watching this after it was announced Robert Downey Jr. is Dr. Doom?,neutral,negative
"Sorry but MJ should be red head, thatâÃÃ´s just the way she is; a ginger. Therefore the whole movie sucks",negative,negative
Where the other Spider-Man?,neutral,neutral
Spiderman one of my favourite movie characters???Ã¹ÃÃ¹?Ã£?Ã¨,neutral,neutral
2021 Was an incredible Year for movies. Hype was insane back then.,positive,negative
"since the infinity stones are gone, why does steven strange still wear the eye of kokimoto? what does he keep in it now? pez?",neutral,negative
I remember watching this with my friends at the cinemaÃ?? what a day to remember,neutral,positive
HeyÃ??,neutral,neutral
already 1 year thinking back was so unreal I never enjoyed a movie that much in my life for so long,negative,positive
Spider-Man always been my hero ??Ã¹Ë???Ã¹,positive,positive
Why are Tobey and andrew garfield not in the trailer,neutral,neutral
"Ã??Peter,<br>Your struggling,<br>To have anything you want<br>While the world tries to make you choose.Ã?Ã¹",neutral,positive
"still one of the best marvel movie<br>phase 4 is garbage but black widow, shang shi and no way home are 3 exceptions<br>edit i saw guardians of the galaxy vol 3 and that&#39;s a 4th exception",positive,positive
Watched it Christmas night 2021. Hype was worth it,positive,positive
bakwas movie I mean floop this movie bulshit movie etc,negative,neutral
i was not expecting that! this is by far my fav spiderman movie ever! no spoilers but god damn that was amazing ????ÃÃ¹?????????,positive,positive
This movie is bad,negative,negative
Cant wait for spiderman 4,positive,neutral
"Out of the pocket idea. If Andrew said he ainâÃÃ´t in it, my guess is Daredevil and Miles are the invisible figures in that fight scene. Still could b wrong tho",neutral,negative
Unfortunately worst spider-man movie ever.,negative,negative
"Goose fucking bumps bruhhhhhh, i&#39;m shivering",positive,neutral
THIS TRAILER RELEASED ONE YEAR OLD!!! DAM TIME FLIES FASTER THAN ANYTHING,neutral,neutral
this shit go hard no cap on jes,negative,negative
"This movie in itself was a love letter to the super hero genre , the fans old and new . It was truly an event of a life time",positive,positive
I hope the two spidermen pointing at each other meme is rebuilt.,neutral,positive
"This movie was terrible. Actually terrible. It&#39;s shocking to see all the positive comments, i seriously don&#39;t understand them",negative,negative
"Best movie ever! This is the greatest MCU film of all time in my opinion besides Black Panther, Endgame, and Guardians of the Galaxy.",positive,positive
Why is this movie back in theaters where I live,neutral,neutral
Strange didnÃ??t say Ã??scooby do this crapÃ?Ã¹ ??Ã¹Ë ( it wouldÃ??ve made such a good line if they wouldÃ??ve changed it to Ã??scooby do this shitÃ?Ã¹,negative,positive
Bullshit ,negative,negative
"I didnÃ??t want to go watch it alone, so after three weeks and several damn spoilers, I decided to watch it on my phone(didnÃ??t looks great, but still watchable)Ã??once the movie ended I cried and I honestly canÃ??t tell you if they were tears of joy or tears of finally watching it, I remember begging my dad to take me to see maguire Spider-Man when I was in elementaryÃ??I was a good boy for sometime until it releasedÃ??itÃ??s just just so good, dare I say that I personally loved this more than infinity war and endgame",positive,positive
wtf is this shit,negative,negative
the hype was out of this world,positive,neutral
"Just saw it in the cinema, what happened to the Spiderman movies, since the previous ome the movies just seem off, also some really weak humor that are somehow meant to be jokes, the plot was jumping from fumny to really dramatic to suddenly action! Really weird script.",negative,negative
The hype for this movie was on Infinity War level,positive,negative
wow didnt even realize this movie existed,positive,positive
Dont get me started on Doctor Strange and the little nerd back on earth 1999999,negative,negative
"Uh. It&#39;s bad enough that they remade Spider-Man like two different times btw lol with two different people but now they&#39;re bringing the original stuff into the new I hate it so much there&#39;s only one Spider-Man (tobey Maguire) and this aint it...   my favorite part is when the real Spider-Man shoots webs out of his arm and the other two are like wow and he says what you guys can&#39;t do that, lol of course you can&#39;t cuz you&#39;re not the real Spider-Man either of em.. Classic.",negative,positive
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=20"">0:20</a> and <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=148"">2:28</a> screams don&#39;t actually happen because Zen doesn&#39;t have those vocal ranges. They used another sound effect, plus I watched it. I mean just listen when she talks, look at her Adam&#39;s apple. Weird and rare",negative,negative
